id	adj.P.Val.SCoV.over.Mock	geneSymbol	logFC.SCoV.over.Mock	P.Value.SCoV.over.Mock	species
NP_001167579.1	0.071599545	ZBED6	4.404361683	0.033420963	HOMO SAPIENS
NP_001291436.1	0.027217317	ZBTB25	3.066411873	0.009202923	HOMO SAPIENS
NP_078834.2	0.539015595	VCPKMT	-1.034861792	0.443415381	HOMO SAPIENS
NP_056519.1	0.491298325	DESI1	-0.515028383	0.394654617	HOMO SAPIENS
NP_001271159.1	0.290682505	MAP3K9	1.136579837	0.205488864	HOMO SAPIENS
NP_659411.2	0.671069413	CCDC122	-0.580497786	0.584092545	HOMO SAPIENS
NP_940867.2	0.001151041	NRK	6.556313826	8.04E-05	HOMO SAPIENS
NP_612641.2	0.000652625	HDGFL1	-8.090397002	3.02E-05	HOMO SAPIENS
NP_001033793.2	0.00850231	C17orf47	7.429425259	0.00175851	HOMO SAPIENS
NP_001035706.1	0.002896109	LINS1	-5.478550441	0.000344171	HOMO SAPIENS
NP_665741.1	0.368348749	OSBPL7	-1.136099562	0.276866735	HOMO SAPIENS
NP_001258468.1	0.103549651	SEL1L2	4.325919696	0.054392866	HOMO SAPIENS
NP_055766.2	0.510151317	ZNF365	0.944881282	0.413407807	HOMO SAPIENS
NP_001253.1	0.090667404	CDKN2C	1.799821128	0.045639899	HOMO SAPIENS
NP_001307395.1	0.003350913	ZDHHC23	-12.40068272	0.000434044	HOMO SAPIENS
NP_001073946.1	0.057202666	TENM3	-1.007542649	0.024868227	HOMO SAPIENS
NP_001342206.1	0.878146744	CENPVL1	-0.64019574	0.833822615	HOMO SAPIENS
NP_001241686.1	0.108952246	ST3GAL4	2.280952921	0.058284877	HOMO SAPIENS
NP_001025110.2	0.45272938	ZFAT	2.219616335	0.356012519	HOMO SAPIENS
NP_001334757.1	0.004009275	PDGFRA	2.68025262	0.00056912	HOMO SAPIENS
NP_001034974.1	0.435456934	FKRP	0.59460996	0.339033192	HOMO SAPIENS
NP_001305819.1	0.009197649	ACSM1	-5.476863381	0.001974523	HOMO SAPIENS
NP_001139150.1	0.956782351	KIAA0825	-0.094643015	0.938093832	HOMO SAPIENS
NP_001273683.1	0.80191502	SYNPO2	0.278566689	0.734865024	HOMO SAPIENS
NP_001307279.1	0.132179429	TRPM2	-2.487220471	0.075391498	HOMO SAPIENS
NP_612387.1	0.017296014	FDXACB1	3.146387425	0.004906536	HOMO SAPIENS
NP_000325.4	0.002716706	SCN4A	4.783066541	0.000313428	HOMO SAPIENS
NP_114437.2	0.025907396	EMILIN2	1.119087738	0.008645257	HOMO SAPIENS
NP_001034980.1	0.218190995	ZNF674	8.593040288	0.142712365	HOMO SAPIENS
NP_055323.2	0.058416982	APOBEC3C	4.317912511	0.025561611	HOMO SAPIENS
NP_071928.2	0.039988817	TMEM267	3.943112305	0.015541474	HOMO SAPIENS
NP_001305011.1	0.15559092	ZKSCAN5	10.81212675	0.092664362	HOMO SAPIENS
NP_002514.1	0.015878191	NPTX2	1.98305051	0.004334218	HOMO SAPIENS
NP_000991.1	0.029485433	RPL39	-8.994223218	0.010234858	HOMO SAPIENS
NP_001121143.1	0.018794615	LIFR	-2.646955501	0.005515277	HOMO SAPIENS
NP_689569.2	0.268430882	ZNF491	7.954873168	0.185201628	HOMO SAPIENS
NP_057081.3	0.09247505	RRNAD1	1.588490006	0.046836807	HOMO SAPIENS
NP_001288039.1	0.171592828	ADAMTSL3	1.489857544	0.105077267	HOMO SAPIENS
NP_001171503.1	0.173082855	ZC4H2	3.731041091	0.106229403	HOMO SAPIENS
NP_000862.1	0.002234528	HTR6	-11.48276914	0.000228429	HOMO SAPIENS
NP_006409.3	0.360149766	OLFM4	-1.111302062	0.268961792	HOMO SAPIENS
NP_001002034.2	0.307477849	PHETA2	-1.481016163	0.220850222	HOMO SAPIENS
NP_001096029.1	0.91621705	PLPP5	-0.263778955	0.88321925	HOMO SAPIENS
NP_001129218.1	0.038752939	NEIL2	1.871210873	0.014877224	HOMO SAPIENS
NP_054729.3	0.56948399	ASTN2	-0.69251298	0.475360571	HOMO SAPIENS
NP_775736.2	0.045203558	COL23A1	-2.670256556	0.018286934	HOMO SAPIENS
NP_072088.1	0.066485187	TLNRD1	1.137494702	0.030463275	HOMO SAPIENS
NP_001073862.1	0.102010399	GXYLT2	2.540112456	0.053323618	HOMO SAPIENS
NP_001258567.1	0.118522148	ZNF138	7.475553632	0.065243435	HOMO SAPIENS
NP_006346.1	0.019747329	TRIM38	4.995286408	0.005946188	HOMO SAPIENS
NP_001257978.1	0.771134002	CFAP221	0.275856559	0.697933988	HOMO SAPIENS
NP_849150.3	0.004553839	SPATA31E1	4.550599417	0.000697873	HOMO SAPIENS
NP_001311441.1	0.95251712	ADAMTS12	0.182996893	0.931651466	HOMO SAPIENS
NP_001350623.1	0.550300368	PIGH	-0.695193646	0.454967208	HOMO SAPIENS
NP_001185498.1	0.043874833	ATP6V0C	6.366017656	0.017632429	HOMO SAPIENS
NP_001135440.1	0.035392706	TPTE2	-5.891591527	0.013144663	HOMO SAPIENS
NP_001073929.1	0.653569572	LRRIQ4	-0.352042952	0.564565756	HOMO SAPIENS
NP_004691.2	0.002806063	KCNQ4	5.563716325	0.000329116	HOMO SAPIENS
NP_001188258.1	0.000279472	PPP1R3B	10.909391	6.15E-06	HOMO SAPIENS
NP_001171610.1	0.29519117	TFDP2	-0.660483342	0.20945748	HOMO SAPIENS
NP_001263651.1	0.025846103	C11orf74	4.360340848	0.008617727	HOMO SAPIENS
NP_001034852.3	0.012010856	TMEM232	3.639468334	0.002865679	HOMO SAPIENS
NP_065907.2	0.00958641	TSHZ3	4.045066756	0.00209823	HOMO SAPIENS
NP_997281.2	0.68718312	GBP7	0.642313842	0.602445588	HOMO SAPIENS
NP_001290210.1	0.25300105	ZNF18	8.138659941	0.171807942	HOMO SAPIENS
NP_005594.2	0.854481259	ATP8B1	0.529811093	0.801366804	HOMO SAPIENS
NP_667338.3	0.000736369	EVC2	9.258750273	3.78E-05	HOMO SAPIENS
NP_705840.2	0.001501558	HS3ST5	-6.83543815	0.000119785	HOMO SAPIENS
NP_996879.1	0.002603224	SPAG17	5.530691407	0.000292019	HOMO SAPIENS
NP_803237.3	0.005324009	FAM171B	4.37035486	0.000875186	HOMO SAPIENS
NP_997254.3	0.348383003	SKIDA1	-2.866237205	0.257503246	HOMO SAPIENS
NP_006104.4	0.66017591	VAV3	-0.392244201	0.572140404	HOMO SAPIENS
NP_060420.2	0.816269119	CCDC40	-0.33376425	0.752768194	HOMO SAPIENS
NP_001139191.1	0.013026192	SH2D4B	-2.125700512	0.003220879	HOMO SAPIENS
NP_001245209.1	0.263060151	ZNF501	6.893454209	0.180271596	HOMO SAPIENS
NP_060553.4	0.053294275	ZNF358	1.762057286	0.022658336	HOMO SAPIENS
NP_000287.3	0.015295212	PKD1	-5.419056135	0.004094638	HOMO SAPIENS
NP_001350492.1	0.552159163	HTR3B	1.127545735	0.457007967	HOMO SAPIENS
NP_150229.2	0.789897267	ABCC12	-0.359047177	0.721116509	HOMO SAPIENS
NP_775844.2	0.884180833	LMNTD2	-0.253523167	0.842134629	HOMO SAPIENS
NP_001073956.2	0.41570929	PABPN1L	1.044852109	0.320395148	HOMO SAPIENS
NP_078903.3	0.075710895	RTL10	-2.312976432	0.035941253	HOMO SAPIENS
NP_000470.2	0.004604589	AMH	-4.362250176	0.000711114	HOMO SAPIENS
NP_001297.1	0.19348493	CLDN3	1.147310737	0.122243765	HOMO SAPIENS
NP_004479.1	0.030929548	GP5	3.601838929	0.010964801	HOMO SAPIENS
NP_004786.2	0.090800364	KL	8.040755337	0.045770464	HOMO SAPIENS
NP_775862.3	0.950330035	OTOGL	0.073095248	0.927603997	HOMO SAPIENS
NP_115893.1	0.316810913	UNC80	-3.295099799	0.22942477	HOMO SAPIENS
NP_004966.1	0.018864621	KCNB1	6.749245824	0.005549532	HOMO SAPIENS
NP_001135996.1	0.053360243	BHLHB9	-2.819216067	0.022705864	HOMO SAPIENS
NP_703148.4	0.005682412	NLRP5	5.185070934	0.000970357	HOMO SAPIENS
NP_001193676.1	0.313648898	CAV2	0.891650023	0.226676887	HOMO SAPIENS
NP_002702.2	0.052219261	PPP1R3A	-2.212461669	0.022002129	HOMO SAPIENS
NP_001248392.1	0.650043358	NRAP	-0.440244664	0.561045088	HOMO SAPIENS
NP_078881.3	0.064859337	ARHGAP10	2.134723325	0.029469677	HOMO SAPIENS
NP_001245233.1	0.000668891	CCDC74A	8.028958705	3.17E-05	HOMO SAPIENS
NP_005273.1	0.937783022	GPR4	-0.055926381	0.911334049	HOMO SAPIENS
NP_722576.3	0.275902643	ADGRG4	1.656812929	0.191766943	HOMO SAPIENS
NP_919289.2	0.001178185	KIF24	-7.247275061	8.38E-05	HOMO SAPIENS
NP_001309980.1	0.909515198	PHTF1	-0.1287412	0.874731804	HOMO SAPIENS
NP_001128320.1	0.000461904	CCDC152	6.677541556	1.64E-05	HOMO SAPIENS
NP_055528.1	0.132904477	LAPTM4A	-2.849901676	0.075914222	HOMO SAPIENS
NP_055604.3	0.148493033	ZNF623	5.545561809	0.087227751	HOMO SAPIENS
NP_066358.2	0.053689493	ZNF14	3.292467908	0.022876508	HOMO SAPIENS
NP_001341364.1	0.101644077	C4orf54	4.701119638	0.053067189	HOMO SAPIENS
NP_001287772.1	0.006918801	ZNF556	3.691782274	0.001290292	HOMO SAPIENS
NP_065120.2	0.208475333	RAB25	-1.948882651	0.134645076	HOMO SAPIENS
NP_001336258.1	0.011116943	ABI3BP	3.431102118	0.002575283	HOMO SAPIENS
NP_065915.1	0.140368087	NYAP2	4.676940742	0.081237901	HOMO SAPIENS
NP_077816.1	0.097809107	ATP10A	-1.15886246	0.050413292	HOMO SAPIENS
NP_001165891.1	0.017580864	EFHC1	4.616682273	0.00502314	HOMO SAPIENS
NP_000769.2	0.000152156	CYP4A11	7.408010772	1.44E-06	HOMO SAPIENS
NP_001092142.1	0.017580864	HEPHL1	-2.421365263	0.00502425	HOMO SAPIENS
NP_009078.1	0.223583569	ZNF175	7.889499877	0.147157824	HOMO SAPIENS
NP_000346.2	0.132499442	TCN2	1.612343311	0.075610306	HOMO SAPIENS
NP_037509.3	0.11598932	PDZRN4	1.694236465	0.063393944	HOMO SAPIENS
NP_001182665.4	0.390090695	FAM213B	-1.388422592	0.297161094	HOMO SAPIENS
NP_444509.2	0.979809459	FAM167A	-0.023383947	0.971795811	HOMO SAPIENS
NP_001129735.1	0.041513792	C2CD4C	2.509408552	0.016350129	HOMO SAPIENS
NP_056045.2	0.000242558	ARAP2	32.17417722	4.36E-06	HOMO SAPIENS
NP_001123612.1	0.720313941	ERAP2	-0.315613616	0.640789828	HOMO SAPIENS
NP_001341575.1	0.192350133	ART4	-1.310131935	0.121245894	HOMO SAPIENS
NP_000807.2	0.134925796	GABRG2	4.224277912	0.077282399	HOMO SAPIENS
NP_001614.3	0.002732593	AIF1	-10.88491985	0.000316009	HOMO SAPIENS
NP_061861.1	0.000861664	GFOD1	-4.549661738	5.17E-05	HOMO SAPIENS
NP_001004316.2	0.132904477	LEKR1	-1.005603587	0.075907865	HOMO SAPIENS
NP_001020127.1	0.022811623	SC5D	-7.974447302	0.007260326	HOMO SAPIENS
NP_001191.1	0.039312898	BMP2	7.022333791	0.015185486	HOMO SAPIENS
NP_001304117.1	0.023841837	BRINP3	8.349668553	0.007705727	HOMO SAPIENS
NP_001309177.1	0.646089842	TMEM167B	0.376901472	0.556932851	HOMO SAPIENS
NP_001155047.1	0.006211138	LRRC36	13.43823594	0.001115125	HOMO SAPIENS
NP_000439.1	0.083227695	RAG1	2.485571656	0.040763177	HOMO SAPIENS
NP_002199.3	0.002127106	ITGAE	11.41376375	0.000210653	HOMO SAPIENS
NP_000247.2	0.415441466	MYBPC3	1.251642835	0.320074974	HOMO SAPIENS
NP_001317564.1	0.000689738	LRRC7	-5.078448554	3.40E-05	HOMO SAPIENS
NP_001185890.1	0.050383406	ECHDC2	2.126233099	0.02108506	HOMO SAPIENS
NP_005348.2	0.004125091	LIPE	6.221284043	0.0005987	HOMO SAPIENS
NP_065829.3	0.000508842	ALPK3	7.568891418	1.93E-05	HOMO SAPIENS
NP_073622.2	0.011323486	EFCAB6	-2.177496761	0.002647785	HOMO SAPIENS
NP_001337103.1	0.183644095	ATXN7L2	4.042983944	0.114500987	HOMO SAPIENS
NP_001164163.1	0.034306945	CAGE1	5.994726963	0.012575456	HOMO SAPIENS
NP_001076799.1	0.126334957	ZNF133	5.28388486	0.071135483	HOMO SAPIENS
NP_056472.2	0.026905874	ABCA12	1.745862811	0.009057278	HOMO SAPIENS
NP_001317698.1	0.329820798	PLCZ1	-1.810096629	0.241164149	HOMO SAPIENS
NP_001287690.1	0.274098899	TTC29	0.879603094	0.190200496	HOMO SAPIENS
NP_057694.2	0.007289728	TLR8	5.229803734	0.001400641	HOMO SAPIENS
NP_001241647.1	0.008972488	MYBPC1	6.548118083	0.001906531	HOMO SAPIENS
NP_001297083.1	0.346454278	ANKRD36C	-2.522700611	0.255729805	HOMO SAPIENS
NP_036321.2	0.038563767	CABYR	-4.324056013	0.014774901	HOMO SAPIENS
NP_001035880.1	0.206666679	ZNF596	9.970124926	0.13281673	HOMO SAPIENS
NP_001166134.1	0.642147622	RAB40C	0.441496004	0.55246887	HOMO SAPIENS
NP_055128.1	0.565860648	TMEM50A	-0.773978536	0.471164985	HOMO SAPIENS
NP_689763.3	0.015623096	SH3RF2	-9.994351619	0.004228232	HOMO SAPIENS
NP_056482.2	0.06679398	SPATA31A7	4.011623027	0.030641342	HOMO SAPIENS
NP_001154178.1	0.037883385	SCEL	4.546063526	0.014463715	HOMO SAPIENS
NP_055682.1	0.02920489	KBTBD11	3.565950715	0.010104428	HOMO SAPIENS
NP_055723.1	0.181124788	DOLK	2.048954759	0.112417722	HOMO SAPIENS
NP_001127887.1	0.450697629	TBCCD1	1.522077429	0.353640429	HOMO SAPIENS
NP_000808.2	0.001698872	GAD1	4.977984324	0.00014855	HOMO SAPIENS
NP_061721.2	0.147968503	PCDHAC1	1.339117278	0.086868694	HOMO SAPIENS
NP_000011.2	0.808300451	ACVRL1	-0.200165744	0.742860281	HOMO SAPIENS
NP_859064.2	0.172545666	UBXN2A	-1.556319205	0.105864546	HOMO SAPIENS
NP_001078916.1	0.369949346	CCDC173	1.183333561	0.278475014	HOMO SAPIENS
NP_001538.4	0.258325314	IFIT2	-0.513286406	0.176201631	HOMO SAPIENS
NP_001018070.1	0.485813067	AIFM3	1.380109258	0.389102744	HOMO SAPIENS
NP_001136197.1	0.000125536	ERI2	12.86453178	4.29E-07	HOMO SAPIENS
NP_001258463.1	0.012924886	DSCAM	2.77753046	0.003180971	HOMO SAPIENS
NP_001269360.1	0.002063404	ARL4C	-9.665604546	0.000201142	HOMO SAPIENS
NP_057622.1	0.778423492	SIRT7	-0.366625131	0.70779982	HOMO SAPIENS
NP_002763.2	0.545730004	TMPRSS15	0.447961412	0.450292007	HOMO SAPIENS
NP_000924.3	0.088347605	PLCB4	2.094795254	0.044133483	HOMO SAPIENS
NP_005459.2	0.219284225	NAALADL1	-2.96238414	0.14368761	HOMO SAPIENS
NP_001276089.1	0.080996601	MICB	-1.33419897	0.039234115	HOMO SAPIENS
NP_079032.2	0.002691941	MMRN2	8.118158205	0.000308359	HOMO SAPIENS
NP_001035121.1	0.021144823	C8orf74	6.571309204	0.006521391	HOMO SAPIENS
NP_001161850.1	0.009153664	ZIC4	4.391764686	0.001962574	HOMO SAPIENS
smORF_G038388	0.007635761		6.62738528	0.001504711	smORFeomeHuman
NP_001273081.1	0.532289765	MPZL3	-0.499586893	0.436627247	HOMO SAPIENS
NP_067628.1	0.046333688	CHST6	4.594177461	0.018936457	HOMO SAPIENS
NP_061948.1	0.00681837	UGT1A10	3.415668015	0.001262108	HOMO SAPIENS
NP_060466.2	0.152138212	DET1	-2.087608293	0.090052602	HOMO SAPIENS
NP_689778.1	0.029485433	ATP6V0D2	-4.947418525	0.010229657	HOMO SAPIENS
NP_001154901.1	0.002191655	RANBP3L	-4.04100142	0.000220846	HOMO SAPIENS
NP_003877.2	0.01596387	AKAP4	2.994280321	0.004362525	HOMO SAPIENS
NP_001107829.1	0.655256875	C4orf47	-0.681558365	0.566561553	HOMO SAPIENS
NP_001295081.1	0.003098132	ARHGEF10	-5.387214745	0.000382035	HOMO SAPIENS
NP_689617.3	0.004700417	UGT3A1	11.13583776	0.000733636	HOMO SAPIENS
NP_001010923.1	0.004780485	THEMIS	12.96989349	0.000749623	HOMO SAPIENS
NP_060860.1	0.048253791	PLCXD1	-1.456272206	0.019933977	HOMO SAPIENS
NP_004741.1	0.000718279	CRLF1	14.98187652	3.60E-05	HOMO SAPIENS
NP_001230199.1	0.021971328	CNTN5	5.646591983	0.006868547	HOMO SAPIENS
NP_001248752.1	0.06605989	SUPT3H	-1.116660056	0.030226198	HOMO SAPIENS
NP_001317120.1	0.003498932	ZC2HC1C	3.958067014	0.000462117	HOMO SAPIENS
NP_001193926.1	0.03022773	CFAP299	7.267780941	0.010602881	HOMO SAPIENS
NP_620158.3	0.008449462	CCDC148	2.806746473	0.001745266	HOMO SAPIENS
NP_078953.3	0.000253112	NSUN7	-7.783193701	4.93E-06	HOMO SAPIENS
NP_001278522.1	0.697943975	NPHP4	0.248815209	0.614746199	HOMO SAPIENS
NP_001193938.1	0.383327237	ZNF497	3.370986615	0.290994216	HOMO SAPIENS
NP_001274732.1	0.113332334	ZDHHC16	-0.610721944	0.061352142	HOMO SAPIENS
NP_001257734.1	0.010474736	SYT6	7.568444079	0.002364388	HOMO SAPIENS
NP_001120713.1	0.11475808	BBC3	1.838911484	0.062521995	HOMO SAPIENS
NP_849188.4	0.227713078	RP1L1	-2.821506997	0.15052009	HOMO SAPIENS
NP_001284579.1	0.000204367	CD163L1	10.57697134	2.84E-06	HOMO SAPIENS
NP_005105.1	0.009045623	HS3ST1	-7.527290819	0.001930245	HOMO SAPIENS
NP_001728.1	0.001212058	C9	-4.899068405	8.76E-05	HOMO SAPIENS
NP_001034118.1	0.066691025	LRTM2	4.216851674	0.030581938	HOMO SAPIENS
NP_001123468.1	0.227713078	ZNF222	5.705000546	0.150511716	HOMO SAPIENS
NP_001180461.1	0.01067513	RAB42	5.154796654	0.00242714	HOMO SAPIENS
NP_001129688.1	0.083567814	TMEM51	2.144871114	0.041013521	HOMO SAPIENS
NP_065772.1	0.304057446	KIAA1210	-3.067107436	0.217469345	HOMO SAPIENS
NP_000832.1	0.758481578	GRM4	0.437874508	0.683436486	HOMO SAPIENS
NP_001288139.1	0.003124204	MYEF2	1.712117057	0.00038582	HOMO SAPIENS
NP_835464.1	0.003988361	NEK8	-5.105855474	0.000564617	HOMO SAPIENS
NP_149052.1	0.392863959	MAP6	0.75961544	0.29959642	HOMO SAPIENS
NP_001158010.1	0.361021983	DISC1	1.501060128	0.269777928	HOMO SAPIENS
NP_116062.2	0.024274972	PCGF1	10.51947232	0.007901537	HOMO SAPIENS
NP_001124199.1	0.107446043	PACRGL	-2.288062385	0.057231615	HOMO SAPIENS
NP_001177385.1	0.002309751	CORO2B	-3.961231746	0.00024139	HOMO SAPIENS
NP_001132.2	0.493734963	ALOX15B	-1.46252678	0.397475572	HOMO SAPIENS
NP_000543.2	0.151552865	VWF	-1.766607599	0.089678462	HOMO SAPIENS
NP_005912.1	0.97285786	MAP3K1	-0.039473625	0.960515103	HOMO SAPIENS
NP_055951.2	0.005359812	STAB1	2.476676776	0.000882539	HOMO SAPIENS
NP_001234931.1	0.000602413	ARNTL2	9.610468711	2.61E-05	HOMO SAPIENS
NP_001349878.1	0.375393978	LARGE1	1.317974313	0.283772629	HOMO SAPIENS
NP_001013664.1	0.736848976	TRNP1	-1.204798762	0.658967349	HOMO SAPIENS
NP_001137229.1	0.105660833	LRRC27	3.110363339	0.055906886	HOMO SAPIENS
NP_001004298.2	0.022019859	C10orf90	11.11130616	0.006902778	HOMO SAPIENS
NP_001138552.2	0.044220919	MEIOC	15.4989751	0.017803804	HOMO SAPIENS
NP_001128302.1	0.651754044	AHI1	0.795206091	0.562759516	HOMO SAPIENS
NP_057173.2	0.358064161	ZNF589	7.073438002	0.267050874	HOMO SAPIENS
NP_001158307.1	0.132867699	L1TD1	-1.617946143	0.07586896	HOMO SAPIENS
NP_001012414.1	0.792822713	TRIM61	0.76617237	0.724583776	HOMO SAPIENS
NP_001069.1	0.55006453	VCAM1	-0.934135517	0.454722019	HOMO SAPIENS
NP_653213.6	0.052505941	LOXHD1	4.846346766	0.022184191	HOMO SAPIENS
NP_001280012.1	0.178406287	FER1L5	2.011387387	0.110372199	HOMO SAPIENS
NP_115894.2	0.184330239	KBTBD8	1.268064129	0.11506339	HOMO SAPIENS
NP_001139806.1	0.895597623	NACAD	0.183132244	0.856663584	HOMO SAPIENS
NP_001157903.1	0.10557228	ARHGAP40	2.578441412	0.055840759	HOMO SAPIENS
NP_079333.2	0.021299839	BBOF1	5.215741869	0.006582189	HOMO SAPIENS
NP_055469.3	0.305025475	SDC3	-0.821375229	0.218300908	HOMO SAPIENS
NP_001002841.1	0.101540913	MYL4	-1.78036893	0.052982001	HOMO SAPIENS
NP_001073951.2	0.142302909	AJM1	-4.866193075	0.08264635	HOMO SAPIENS
NP_001159764.1	0.885656038	PTCH2	-0.375304321	0.84394387	HOMO SAPIENS
NP_003319.2	0.687034335	TXK	-0.455078995	0.602252442	HOMO SAPIENS
NP_071414.2	0.001096162	CLSTN2	-8.19655626	7.45E-05	HOMO SAPIENS
NP_001153602.1	0.007479917	KCNQ5	5.529199205	0.001457087	HOMO SAPIENS
NP_001711.2	0.052404102	BMP8B	13.35969163	0.022109843	HOMO SAPIENS
NP_001036169.1	0.086086056	CLCNKA	-2.03160886	0.042673729	HOMO SAPIENS
NP_001267471.1	0.453993873	DPF3	0.505391021	0.357194887	HOMO SAPIENS
NP_001477.2	0.0036891	GCKR	7.86567953	0.000496998	HOMO SAPIENS
NP_113609.1	0.194804564	TTC25	1.884344101	0.123433122	HOMO SAPIENS
NP_001275961.1	0.00437554	SERPINA4	7.560654063	0.000656571	HOMO SAPIENS
NP_001103984.1	0.777139436	EBF4	-0.330765646	0.706206666	HOMO SAPIENS
NP_001238774.1	0.968439886	TRPC1	0.07448882	0.953852155	HOMO SAPIENS
NP_001336264.1	0.121702723	SLC25A48	4.246554221	0.067716301	HOMO SAPIENS
NP_001032852.2	0.768077667	COL28A1	0.614798347	0.694396613	HOMO SAPIENS
NP_937825.2	0.000110453	GRHL1	23.13879569	2.52E-07	HOMO SAPIENS
NP_001207696.1	0.001252725	IKZF1	3.477818376	9.23E-05	HOMO SAPIENS
NP_114113.1	0.406813352	USP26	0.676294996	0.312127879	HOMO SAPIENS
NP_002829.3	0.813087316	PTPRC	-0.574445535	0.748818092	HOMO SAPIENS
NP_061968.1	0.657847222	CRLS1	-0.659177396	0.569461761	HOMO SAPIENS
NP_000831.2	0.153750118	GRM3	1.084173555	0.091321967	HOMO SAPIENS
NP_112178.2	0.009132795	NECTIN4	4.807740081	0.001954908	HOMO SAPIENS
NP_001007467.1	0.017024367	TULP4	-6.146654546	0.004799017	HOMO SAPIENS
NP_001035827.1	0.009425686	RALGDS	10.21944484	0.002054448	HOMO SAPIENS
NP_001078892.1	0.002126761	MILR1	8.138750572	0.000210424	HOMO SAPIENS
NP_001139788.1	0.021984043	SPSB2	-2.613926296	0.006880548	HOMO SAPIENS
NP_001071062.1	0.013002016	EXOC3L4	8.126647501	0.003212528	HOMO SAPIENS
NP_001020787.2	0.868484949	ARHGAP24	-0.133932275	0.820526443	HOMO SAPIENS
NP_703152.1	0.008864644	LTO1	4.349602871	0.001876334	HOMO SAPIENS
NP_001096124.1	0.375613801	NTF3	1.592246043	0.284010381	HOMO SAPIENS
NP_006255.1	0.14601985	PTPN13	5.694238218	0.085418147	HOMO SAPIENS
NP_116270.1	0.006173619	LSM10	-3.618445661	0.001106135	HOMO SAPIENS
NP_620138.2	0.027217317	ZNF653	3.846369536	0.009204104	HOMO SAPIENS
NP_001096078.1	0.038839985	COL6A6	2.940761704	0.014935456	HOMO SAPIENS
NP_001243253.1	0.000260893	CACNA1G	-7.641130682	5.41E-06	HOMO SAPIENS
NP_001257327.1	0.812739797	PTK7	0.384508672	0.748127132	HOMO SAPIENS
NP_001027549.1	0.019240057	SULT6B1	-8.121798112	0.005696861	HOMO SAPIENS
NP_001271195.1	0.28901033	EFCAB11	1.264371212	0.203856554	HOMO SAPIENS
NP_001269065.1	0.0127684	MEI4	2.947245537	0.003119844	HOMO SAPIENS
NP_733745.1	0.000785589	SH2D3C	3.839337524	4.49E-05	HOMO SAPIENS
NP_003398.2	0.015365109	ZFP36	2.590548659	0.004121765	HOMO SAPIENS
NP_055722.2	0.081430874	FRMPD1	2.605645925	0.039518799	HOMO SAPIENS
NP_976038.1	0.712917786	TRIM7	0.195256383	0.63183933	HOMO SAPIENS
NP_001153517.1	0.003331098	GLI1	8.231346978	0.000428701	HOMO SAPIENS
NP_015628.2	0.043630317	TRPA1	3.521787206	0.017494339	HOMO SAPIENS
NP_060288.3	0.03034962	WRAP73	-1.928413265	0.010667797	HOMO SAPIENS
NP_001273681.1	0.058367176	SETD4	-1.417152421	0.025523653	HOMO SAPIENS
NP_058197.2	0.001698872	OAS2	8.399280378	0.000148414	HOMO SAPIENS
NP_001138785.1	0.144501285	FSD1L	4.965117257	0.084200092	HOMO SAPIENS
NP_689761.2	0.208155019	FAM81B	5.778291454	0.134318789	HOMO SAPIENS
NP_000825.2	0.072804336	GRIN2B	2.599068264	0.034142815	HOMO SAPIENS
NP_055926.1	0.293011716	N4BP3	1.045400828	0.20745636	HOMO SAPIENS
NP_002241.1	0.024890198	KCNN4	-4.957039535	0.008202183	HOMO SAPIENS
NP_057354.1	0.43076177	KLF2	1.308091973	0.334748604	HOMO SAPIENS
NP_116038.4	0.002991112	CNDP1	15.05764514	0.000363377	HOMO SAPIENS
NP_005558.1	0.002652445	LGALS3BP	8.822337931	0.000299273	HOMO SAPIENS
NP_001189450.1	0.114929758	DDR1	-1.840517408	0.062636509	HOMO SAPIENS
NP_060198.3	0.724046927	TMEM104	-0.241718451	0.64520538	HOMO SAPIENS
NP_848578.1	0.502705777	SCP2D1	-2.605811728	0.406165712	HOMO SAPIENS
NP_001242983.1	0.819554475	C9orf72	0.687872289	0.757167798	HOMO SAPIENS
NP_001277284.1	0.086118168	NWD1	-3.555571056	0.042697507	HOMO SAPIENS
NP_742107.1	0.00642318	KCNQ2	5.195308547	0.001168277	HOMO SAPIENS
NP_919278.2	0.249398335	CFAP65	-1.928446465	0.168451362	HOMO SAPIENS
NP_001182412.1	0.124832441	SLC12A8	-1.01826408	0.070027399	HOMO SAPIENS
NP_061755.1	0.086176513	PCDHB12	2.071699029	0.042735303	HOMO SAPIENS
NP_116287.2	0.117097283	CEP19	2.44875075	0.06415982	HOMO SAPIENS
NP_008840.1	0.024065534	RASGRF2	3.044779711	0.007811398	HOMO SAPIENS
NP_001186131.1	0.067009307	ZBBX	3.183131312	0.030782936	HOMO SAPIENS
NP_077026.2	0.009386841	TMEM185B	-6.874487822	0.002040801	HOMO SAPIENS
NP_001018024.1	0.017149467	CMC4	-4.852644788	0.004845982	HOMO SAPIENS
NP_001258932.1	0.062129886	KCNT1	3.983383166	0.027791297	HOMO SAPIENS
NP_612450.2	0.142932893	CGAS	2.542195761	0.083103553	HOMO SAPIENS
NP_001337143.1	0.002514825	TTLL7	3.583023295	0.000277512	HOMO SAPIENS
NP_055541.1	0.104647487	TBKBP1	-5.288207706	0.055137602	HOMO SAPIENS
NP_001129955.1	0.195775815	CFAP97D1	8.911221293	0.1242545	HOMO SAPIENS
